"Notes","State","State Code","Year","Year Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Maine","23","2000","2000",110,1274923,8.6,8.4
,"Maine","23","2001","2001",97,1285692,7.5,7.2
,"Maine","23","2002","2002",87,1295960,6.7,6.5
,"Maine","23","2003","2003",81,1306513,6.2,6.0
,"Maine","23","2004","2004",108,1313688,8.2,7.8
,"Maine","23","2005","2005",109,1318787,8.3,7.8
,"Maine","23","2006","2006",103,1323619,7.8,7.2
,"Maine","23","2007","2007",106,1327040,8.0,7.5
,"Maine","23","2008","2008",119,1330509,8.9,8.2
,"Maine","23","2009","2009",121,1329590,9.1,8.5
,"Maine","23","2010","2010",109,1328361,8.2,7.7
,"Maine","23","2011","2011",130,1328188,9.8,9.0
,"Maine","23","2012","2012",128,1329192,9.6,8.8
,"Maine","23","2013","2013",154,1328302,11.6,10.6
,"Maine","23","2014","2014",127,1330089,9.5,9.1
,"Maine","23","2015","2015",142,1329328,10.7,9.7
,"Maine","23","2016","2016",122,1331479,9.2,8.2
,"Maine","23","2017","2017",165,1335907,12.4,11.1
,"Maine","23","2018","2018",157,1338404,11.7,10.2
,"Maine","23","2019","2019",160,1344212,11.9,11.2
,"Maine","23","2020","2020",150,1350141,11.1,10.2
"Total","Maine","23",,,2696,29046732,9.3,8.6
,"Maryland","24","1999","1999",643,5254509,12.2,12.4
,"Maryland","24","2000","2000",604,5296486,11.4,11.6
,"Maryland","24","2001","2001",598,5374691,11.1,11.3
,"Maryland","24","2002","2002",607,5440389,11.2,11.3
,"Maryland","24","2003","2003",640,5496269,11.6,11.8
,"Maryland","24","2004","2004",648,5546935,11.7,11.8
,"Maryland","24","2005","2005",647,5592379,11.6,11.7
,"Maryland","24","2006","2006",660,5627367,11.7,11.7
,"Maryland","24","2007","2007",663,5653408,11.7,11.8
,"Maryland","24","2008","2008",645,5684965,11.3,11.3
,"Maryland","24","2009","2009",572,5730388,10.0,9.9
,"Maryland","24","2010","2010",532,5773552,9.2,9.2
,"Maryland","24","2011","2011",522,5828289,9.0,8.9
,"Maryland","24","2012","2012",571,5884563,9.7,9.6
,"Maryland","24","2013","2013",564,5928814,9.5,9.4
,"Maryland","24","2014","2014",529,5976407,8.9,8.7
,"Maryland","24","2015","2015",696,6006401,11.6,11.7
,"Maryland","24","2016","2016",690,6016447,11.5,11.6
,"Maryland","24","2017","2017",733,6052177,12.1,12.2
,"Maryland","24","2018","2018",697,6042718,11.5,11.5
,"Maryland","24","2019","2019",740,6045680,12.2,12.3
,"Maryland","24","2020","2020",797,6055802,13.2,13.4
"Total","Maryland","24",,,13998,126308636,11.1,11.1
,"Massachusetts","25","1999","1999",193,6317345,3.1,3.0
,"Massachusetts","25","2000","2000",175,6349097,2.8,2.7
,"Massachusetts","25","2001","2001",194,6397634,3.0,3.0
,"Massachusetts","25","2002","2002",200,6417206,3.1,3.1
,"Massachusetts","25","2003","2003",203,6422565,3.2,3.1
,"Massachusetts","25","2004","2004",205,6412281,3.2,3.1
,"Massachusetts","25","2005","2005",223,6403290,3.5,3.4
,"Massachusetts","25","2006","2006",207,6410084,3.2,3.2
,"Massachusetts","25","2007","2007",232,6431559,3.6,3.5
,"Massachusetts","25","2008","2008",218,6468967,3.4,3.3
,"Massachusetts","25","2009","2009",203,6517613,3.1,3.1
,"Massachusetts","25","2010","2010",267,6547629,4.1,4.0
,"Massachusetts","25","2011","2011",247,6587536,3.7,3.7
,"Massachusetts","25","2012","2012",226,6646144,3.4,3.3
,"Massachusetts","25","2013","2013",199,6692824,3.0,2.9
,"Massachusetts","25","2014","2014",223,6745408,3.3,3.1
,"Massachusetts","25","2015","2015",205,6794422,3.0,2.9
,"Massachusetts","25","2016","2016",231,6811779,3.4,3.3
,"Massachusetts","25","2017","2017",258,6859819,3.8,3.7
,"Massachusetts","25","2018","2018",256,6902149,3.7,3.4
,"Massachusetts","25","2019","2019",242,6892503,3.5,3.3
,"Massachusetts","25","2020","2020",267,6893574,3.9,3.7
"Total","Massachusetts","25",,,4874,144921428,3.4,3.3
,"Michigan","26","1999","1999",1079,9897116,10.9,10.9
,"Michigan","26","2000","2000",1057,9938444,10.6,10.7
,"Michigan","26","2001","2001",1063,9991120,10.6,10.7
,"Michigan","26","2002","2002",1084,10015710,10.8,10.9
,"Michigan","26","2003","2003",1019,10041152,10.1,10.2
,"Michigan","26","2004","2004",1043,10055315,10.4,10.5
,"Michigan","26","2005","2005",1064,10051137,10.6,10.7
,"Michigan","26","2006","2006",1151,10036081,11.5,11.5
,"Michigan","26","2007","2007",1084,10001284,10.8,10.9
,"Michigan","26","2008","2008",1076,9946889,10.8,10.9
,"Michigan","26","2009","2009",1088,9901591,11.0,11.0
,"Michigan","26","2010","2010",1065,9883640,10.8,10.8
,"Michigan","26","2011","2011",1146,9876187,11.6,11.7
,"Michigan","26","2012","2012",1214,9883360,12.3,12.2
,"Michigan","26","2013","2013",1183,9895622,12.0,11.9
,"Michigan","26","2014","2014",1089,9909877,11.0,11.0
,"Michigan","26","2015","2015",1154,9922576,11.6,11.6
,"Michigan","26","2016","2016",1225,9928300,12.3,12.3
,"Michigan","26","2017","2017",1133,9962311,11.4,11.2
,"Michigan","26","2018","2018",1301,9995915,13.0,12.8
,"Michigan","26","2019","2019",1213,9986857,12.1,12.0
,"Michigan","26","2020","2020",1450,9966555,14.5,14.5
"Total","Michigan","26",,,24981,219087039,11.4,11.4
,"Minnesota","27","1999","1999",294,4873481,6.0,6.0
,"Minnesota","27","2000","2000",312,4919479,6.3,6.3
,"Minnesota","27","2001","2001",320,4982796,6.4,6.4
,"Minnesota","27","2002","2002",303,5018935,6.0,6.0
,"Minnesota","27","2003","2003",330,5053572,6.5,6.4
,"Minnesota","27","2004","2004",360,5087713,7.1,7.0
,"Minnesota","27","2005","2005",359,5119598,7.0,6.9
,"Minnesota","27","2006","2006",329,5163555,6.4,6.4
,"Minnesota","27","2007","2007",339,5207203,6.5,6.4
,"Minnesota","27","2008","2008",370,5247018,7.1,7.0
,"Minnesota","27","2009","2009",332,5281203,6.3,6.1
,"Minnesota","27","2010","2010",355,5303925,6.7,6.6
,"Minnesota","27","2011","2011",389,5344861,7.3,7.1
,"Minnesota","27","2012","2012",377,5379139,7.0,6.8
,"Minnesota","27","2013","2013",423,5420380,7.8,7.6
,"Minnesota","27","2014","2014",375,5457173,6.9,6.6
,"Minnesota","27","2015","2015",403,5489594,7.3,7.3
,"Minnesota","27","2016","2016",422,5519952,7.6,7.4
,"Minnesota","27","2017","2017",456,5576606,8.2,8.0
,"Minnesota","27","2018","2018",426,5611179,7.6,7.6
,"Minnesota","27","2019","2019",454,5639632,8.1,7.9
,"Minnesota","27","2020","2020",505,5657342,8.9,8.7
"Total","Minnesota","27",,,8233,116354336,7.1,7.0
,"Mississippi","28","1999","1999",509,2828408,18.0,18.0
,"Mississippi","28","2000","2000",468,2844658,16.5,16.5
,"Mississippi","28","2001","2001",497,2852994,17.4,17.5
,"Mississippi","28","2002","2002",487,2858681,17.0,17.1
,"Mississippi","28","2003","2003",474,2868312,16.5,16.7
,"Mississippi","28","2004","2004",467,2889010,16.2,16.3
,"Mississippi","28","2005","2005",453,2905943,15.6,15.9
,"Mississippi","28","2006","2006",469,2904978,16.1,16.4
,"Mississippi","28","2007","2007",535,2928350,18.3,18.3
,"Mississippi","28","2008","2008",561,2947806,19.0,19.0
,"Mississippi","28","2009","2009",485,2958774,16.4,16.7
,"Mississippi","28","2010","2010",474,2967297,16.0,16.1
,"Mississippi","28","2011","2011",527,2978512,17.7,17.9
,"Mississippi","28","2012","2012",530,2984926,17.8,18.1
,"Mississippi","28","2013","2013",523,2991207,17.5,17.7
,"Mississippi","28","2014","2014",540,2994079,18.0,18.1
,"Mississippi","28","2015","2015",585,2992333,19.5,19.5
,"Mississippi","28","2016","2016",581,2988726,19.4,19.7
,"Mississippi","28","2017","2017",626,2984100,21.0,21.2
,"Mississippi","28","2018","2018",674,2986530,22.6,22.7
,"Mississippi","28","2019","2019",705,2976149,23.7,24.0
,"Mississippi","28","2020","2020",814,2966786,27.4,28.5
"Total","Mississippi","28",,,11984,64598559,18.6,18.7
,"Missouri","29","1999","1999",706,5561948,12.7,12.6
,"Missouri","29","2000","2000",739,5595211,13.2,13.2
,"Missouri","29","2001","2001",743,5641142,13.2,13.1
,"Missouri","29","2002","2002",693,5674825,12.2,12.2
,"Missouri","29","2003","2003",654,5709403,11.5,11.4
,"Missouri","29","2004","2004",663,5747741,11.5,11.5
,"Missouri","29","2005","2005",750,5790300,13.0,12.9
,"Missouri","29","2006","2006",763,5842704,13.1,13.0
,"Missouri","29","2007","2007",752,5887612,12.8,12.6
,"Missouri","29","2008","2008",813,5923916,13.7,13.7
,"Missouri","29","2009","2009",817,5961088,13.7,13.6
,"Missouri","29","2010","2010",840,5988927,14.0,13.9
,"Missouri","29","2011","2011",849,6010688,14.1,13.9
,"Missouri","29","2012","2012",879,6021988,14.6,14.5
,"Missouri","29","2013","2013",875,6044171,14.5,14.3
,"Missouri","29","2014","2014",933,6063589,15.4,15.1
,"Missouri","29","2015","2015",1087,6083672,17.9,18.0
,"Missouri","29","2016","2016",1135,6093000,18.6,18.8
,"Missouri","29","2017","2017",1301,6113532,21.3,21.3
,"Missouri","29","2018","2018",1301,6126452,21.2,21.3
,"Missouri","29","2019","2019",1246,6137428,20.3,20.5
,"Missouri","29","2020","2020",1417,6151548,23.0,23.7
"Total","Missouri","29",,,19956,130170885,15.3,15.3
,"Montana","30","1999","1999",123,897507,13.7,13.4
,"Montana","30","2000","2000",132,902195,14.6,14.5
,"Montana","30","2001","2001",159,906961,17.5,17.6
,"Montana","30","2002","2002",132,911667,14.5,14.4
,"Montana","30","2003","2003",145,919630,15.8,15.6
,"Montana","30","2004","2004",125,930009,13.4,13.1
,"Montana","30","2005","2005",158,940102,16.8,16.5
,"Montana","30","2006","2006",118,952692,12.4,12.2
,"Montana","30","2007","2007",137,964706,14.2,13.5
,"Montana","30","2008","2008",153,976415,15.7,15.5
,"Montana","30","2009","2009",165,983982,16.8,15.8
,"Montana","30","2010","2010",163,989415,16.5,15.3
,"Montana","30","2011","2011",167,998199,16.7,16.4
,"Montana","30","2012","2012",168,1005141,16.7,16.3
,"Montana","30","2013","2013",165,1015165,16.3,16.0
,"Montana","30","2014","2014",167,1023579,16.3,15.6
,"Montana","30","2015","2015",201,1032949,19.5,18.8
,"Montana","30","2016","2016",190,1042520,18.2,18.4
,"Montana","30","2017","2017",238,1050493,22.7,21.9
,"Montana","30","2018","2018",182,1062305,17.1,16.9
,"Montana","30","2019","2019",203,1068778,19.0,18.3
,"Montana","30","2020","2020",229,1080577,21.2,20.0
"Total","Montana","30",,,3620,21654987,16.7,16.3
,"Nebraska","31","1999","1999",145,1704764,8.5,8.5
,"Nebraska","31","2000","2000",166,1711263,9.7,9.7
,"Nebraska","31","2001","2001",137,1719836,8.0,8.0
,"Nebraska","31","2002","2002",139,1728292,8.0,8.0
,"Nebraska","31","2003","2003",130,1738643,7.5,7.4
,"Nebraska","31","2004","2004",117,1749370,6.7,6.6
,"Nebraska","31","2005","2005",133,1761497,7.6,7.5
,"Nebraska","31","2006","2006",140,1772693,7.9,7.6
,"Nebraska","31","2007","2007",139,1783440,7.8,7.8
,"Nebraska","31","2008","2008",149,1796378,8.3,8.2
,"Nebraska","31","2009","2009",131,1812683,7.2,7.3
,"Nebraska","31","2010","2010",152,1826341,8.3,8.2
,"Nebraska","31","2011","2011",161,1842641,8.7,8.8
,"Nebraska","31","2012","2012",167,1855525,9.0,9.1
,"Nebraska","31","2013","2013",167,1868516,8.9,9.0
,"Nebraska","31","2014","2014",178,1881503,9.5,9.4
,"Nebraska","31","2015","2015",168,1896190,8.9,8.8
,"Nebraska","31","2016","2016",164,1907116,8.6,8.8
,"Nebraska","31","2017","2017",160,1920076,8.3,8.3
,"Nebraska","31","2018","2018",182,1929268,9.4,9.0
,"Nebraska","31","2019","2019",201,1934408,10.4,10.2
,"Nebraska","31","2020","2020",196,1937552,10.1,10.1
"Total","Nebraska","31",,,3422,40077995,8.5,8.5
,"Nevada","32","1999","1999",367,1934718,19.0,19.6
,"Nevada","32","2000","2000",340,1998257,17.0,17.3
,"Nevada","32","2001","2001",334,2098399,15.9,16.0
,"Nevada","32","2002","2002",364,2173791,16.7,16.9
,"Nevada","32","2003","2003",368,2248850,16.4,16.8
,"Nevada","32","2004","2004",382,2346222,16.3,16.4
,"Nevada","32","2005","2005",383,2432143,15.7,15.9
,"Nevada","32","2006","2006",393,2522658,15.6,15.8
,"Nevada","32","2007","2007",410,2601072,15.8,15.8
,"Nevada","32","2008","2008",400,2653630,15.1,15.0
,"Nevada","32","2009","2009",402,2684665,15.0,14.9
,"Nevada","32","2010","2010",385,2700551,14.3,14.1
,"Nevada","32","2011","2011",364,2723322,13.4,13.2
,"Nevada","32","2012","2012",354,2758931,12.8,12.6
,"Nevada","32","2013","2013",391,2790136,14.0,13.7
,"Nevada","32","2014","2014",421,2839099,14.8,14.5
,"Nevada","32","2015","2015",434,2890845,15.0,14.4
,"Nevada","32","2016","2016",489,2940058,16.6,16.5
,"Nevada","32","2017","2017",493,2998039,16.4,16.3
,"Nevada","32","2018","2018",533,3034392,17.6,17.3
,"Nevada","32","2019","2019",479,3080156,15.6,14.9
,"Nevada","32","2020","2020",529,3138259,16.9,16.4
"Total","Nevada","32",,,9015,57588193,15.7,15.5
,"New Hampshire","33","1999","1999",71,1222014,5.8,5.8
,"New Hampshire","33","2000","2000",79,1235786,6.4,6.3
,"New Hampshire","33","2001","2001",91,1255517,7.2,7.3
,"New Hampshire","33","2002","2002",74,1269089,5.8,5.7
,"New Hampshire","33","2003","2003",87,1279840,6.8,6.6
,"New Hampshire","33","2004","2004",69,1290121,5.3,5.0
,"New Hampshire","33","2005","2005",88,1298492,6.8,6.6
,"New Hampshire","33","2006","2006",82,1308389,6.3,6.2
,"New Hampshire","33","2007","2007",78,1312540,5.9,5.6
,"New Hampshire","33","2008","2008",93,1315906,7.1,6.7
,"New Hampshire","33","2009","2009",89,1316102,6.8,6.3
,"New Hampshire","33","2010","2010",116,1316470,8.8,8.1
,"New Hampshire","33","2011","2011",87,1318194,6.6,6.0
,"New Hampshire","33","2012","2012",116,1320718,8.8,8.0
,"New Hampshire","33","2013","2013",90,1323459,6.8,6.2
,"New Hampshire","33","2014","2014",119,1326813,9.0,8.4
,"New Hampshire","33","2015","2015",119,1330608,8.9,8.8
,"New Hampshire","33","2016","2016",131,1334795,9.8,9.3
,"New Hampshire","33","2017","2017",144,1342795,10.7,10.2
,"New Hampshire","33","2018","2018",150,1356458,11.1,10.4
,"New Hampshire","33","2019","2019",154,1359711,11.3,10.5
,"New Hampshire","33","2020","2020",124,1366275,9.1,8.6
"Total","New Hampshire","33",,,2251,28800092,7.8,7.4
,"New Jersey","34","1999","1999",361,8359592,4.3,4.3
,"New Jersey","34","2000","2000",341,8414350,4.1,4.1
,"New Jersey","34","2001","2001",365,8492671,4.3,4.4
,"New Jersey","34","2002","2002",413,8552643,4.8,4.8
,"New Jersey","34","2003","2003",450,8601402,5.2,5.3
,"New Jersey","34","2004","2004",449,8634561,5.2,5.3
,"New Jersey","34","2005","2005",430,8651974,5.0,5.1
,"New Jersey","34","2006","2006",491,8661679,5.7,5.8
,"New Jersey","34","2007","2007",444,8677885,5.1,5.2
,"New Jersey","34","2008","2008",428,8711090,4.9,4.9
,"New Jersey","34","2009","2009",408,8755602,4.7,4.7
,"New Jersey","34","2010","2010",452,8791894,5.1,5.1
,"New Jersey","34","2011","2011",473,8821155,5.4,5.4
,"New Jersey","34","2012","2012",438,8864590,4.9,5.0
,"New Jersey","34","2013","2013",500,8899339,5.6,5.7
,"New Jersey","34","2014","2014",462,8938175,5.2,5.2
,"New Jersey","34","2015","2015",464,8958013,5.2,5.2
,"New Jersey","34","2016","2016",482,8944469,5.4,5.5
,"New Jersey","34","2017","2017",470,9005644,5.2,5.2
,"New Jersey","34","2018","2018",415,8908520,4.7,4.7
,"New Jersey","34","2019","2019",367,8882190,4.1,4.1
,"New Jersey","34","2020","2020",440,8882371,5.0,5.0
"Total","New Jersey","34",,,9543,192409809,5.0,5.0
,"New Mexico","35","1999","1999",284,1808082,15.7,16.0
,"New Mexico","35","2000","2000",285,1819046,15.7,15.8
,"New Mexico","35","2001","2001",265,1831690,14.5,14.7
,"New Mexico","35","2002","2002",299,1855309,16.1,16.3
,"New Mexico","35","2003","2003",317,1877574,16.9,17.0
,"New Mexico","35","2004","2004",285,1903808,15.0,14.9
,"New Mexico","35","2005","2005",261,1932274,13.5,13.6
,"New Mexico","35","2006","2006",274,1962137,14.0,14.0
,"New Mexico","35","2007","2007",287,1990070,14.4,14.5
,"New Mexico","35","2008","2008",288,2010662,14.3,14.3
,"New Mexico","35","2009","2009",294,2036802,14.4,14.3
,"New Mexico","35","2010","2010",287,2059179,13.9,14.1
,"New Mexico","35","2011","2011",298,2082224,14.3,14.4
,"New Mexico","35","2012","2012",315,2085538,15.1,15.1
,"New Mexico","35","2013","2013",312,2085287,15.0,14.7
,"New Mexico","35","2014","2014",326,2085572,15.6,15.2
,"New Mexico","35","2015","2015",372,2085109,17.8,17.7
,"New Mexico","35","2016","2016",367,2081015,17.6,17.3
,"New Mexico","35","2017","2017",376,2088070,18.0,17.6
,"New Mexico","35","2018","2018",422,2095428,20.1,19.9
,"New Mexico","35","2019","2019",456,2096829,21.7,21.5
,"New Mexico","35","2020","2020",465,2106319,22.1,21.9
"Total","New Mexico","35",,,7135,43978024,16.2,16.2
,"New York","36","1999","1999",1008,18882725,5.3,5.3
,"New York","36","2000","2000",1081,18976457,5.7,5.7
,"New York","36","2001","2001",1059,19082838,5.5,5.5
,"New York","36","2002","2002",981,19137800,5.1,5.1
,"New York","36","2003","2003",1025,19175939,5.3,5.3
,"New York","36","2004","2004",942,19171567,4.9,4.9
,"New York","36","2005","2005",1010,19132610,5.3,5.2
,"New York","36","2006","2006",996,19104631,5.2,5.1
,"New York","36","2007","2007",975,19132335,5.1,5.0
,"New York","36","2008","2008",955,19212436,5.0,4.9
,"New York","36","2009","2009",941,19307066,4.9,4.7
,"New York","36","2010","2010",1003,19378102,5.2,5.1
,"New York","36","2011","2011",983,19465197,5.1,4.9
,"New York","36","2012","2012",958,19570261,4.9,4.7
,"New York","36","2013","2013",850,19651127,4.3,4.1
,"New York","36","2014","2014",862,19746227,4.4,4.2
,"New York","36","2015","2015",839,19795791,4.2,4.1
,"New York","36","2016","2016",887,19745289,4.5,4.4
,"New York","36","2017","2017",757,19849399,3.8,3.7
,"New York","36","2018","2018",813,19542209,4.2,4.0
,"New York","36","2019","2019",791,19453561,4.1,3.9
,"New York","36","2020","2020",1035,19336776,5.4,5.3
"Total","New York","36",,,20751,425850343,4.9,4.8
,"North Carolina","37","1999","1999",1056,7949361,13.3,13.0
,"North Carolina","37","2000","2000",1110,8049313,13.8,13.6
,"North Carolina","37","2001","2001",1087,8210122,13.2,13.1
,"North Carolina","37","2002","2002",1128,8326201,13.5,13.4
,"North Carolina","37","2003","2003",1053,8422501,12.5,12.4
,"North Carolina","37","2004","2004",1052,8553152,12.3,12.2
,"North Carolina","37","2005","2005",1114,8705407,12.8,12.7
,"North Carolina","37","2006","2006",1127,8917270,12.6,12.5
,"North Carolina","37","2007","2007",1111,9118037,12.2,12.1
,"North Carolina","37","2008","2008",1157,9309449,12.4,12.3
,"North Carolina","37","2009","2009",1111,9449566,11.8,11.6
,"North Carolina","37","2010","2010",1121,9535483,11.8,11.6
,"North Carolina","37","2011","2011",1152,9656401,11.9,11.8
,"North Carolina","37","2012","2012",1168,9752073,12.0,11.7
,"North Carolina","37","2013","2013",1216,9848060,12.3,12.1
,"North Carolina","37","2014","2014",1196,9943964,12.0,11.7
,"North Carolina","37","2015","2015",1272,10042802,12.7,12.4
,"North Carolina","37","2016","2016",1385,10146788,13.6,13.4
,"North Carolina","37","2017","2017",1413,10273419,13.8,13.6
,"North Carolina","37","2018","2018",1399,10383620,13.5,13.1
,"North Carolina","37","2019","2019",1373,10488084,13.1,12.9
,"North Carolina","37","2020","2020",1677,10600823,15.8,15.7
"Total","North Carolina","37",,,26478,205681896,12.9,12.7
,"North Dakota","38","1999","1999",49,644259,7.6,7.5
,"North Dakota","38","2000","2000",43,642200,6.7,6.6
,"North Dakota","38","2001","2001",47,639062,7.4,7.6
,"North Dakota","38","2002","2002",58,638168,9.1,9.1
,"North Dakota","38","2003","2003",56,638817,8.8,8.5
,"North Dakota","38","2004","2004",50,644705,7.8,7.6
,"North Dakota","38","2005","2005",61,646089,9.4,8.8
,"North Dakota","38","2006","2006",46,649422,7.1,6.5
,"North Dakota","38","2007","2007",57,652822,8.7,8.4
,"North Dakota","38","2008","2008",58,657569,8.8,8.4
,"North Dakota","38","2009","2009",58,664968,8.7,8.8
,"North Dakota","38","2010","2010",65,672591,9.7,9.5
,"North Dakota","38","2011","2011",61,683932,8.9,8.8
,"North Dakota","38","2012","2012",72,699628,10.3,10.4
,"North Dakota","38","2013","2013",86,723393,11.9,11.8
,"North Dakota","38","2014","2014",95,739482,12.8,12.2
,"North Dakota","38","2015","2015",92,756927,12.2,12.8
,"North Dakota","38","2016","2016",90,757952,11.9,11.9
,"North Dakota","38","2017","2017",102,755393,13.5,13.1
,"North Dakota","38","2018","2018",89,760077,11.7,11.5
,"North Dakota","38","2019","2019",93,762062,12.2,12.4
,"North Dakota","38","2020","2020",98,765309,12.8,13.5
"Total","North Dakota","38",,,1526,15194827,10.0,9.9
,"Ohio","39","1999","1999",927,11335454,8.2,8.1
,"Ohio","39","2000","2000",883,11353140,7.8,7.7
,"Ohio","39","2001","2001",1021,11387404,9.0,8.9
,"Ohio","39","2002","2002",1059,11407889,9.3,9.2
,"Ohio","39","2003","2003",920,11434788,8.0,8.0
,"Ohio","39","2004","2004",1027,11452251,9.0,8.9
,"Ohio","39","2005","2005",1105,11463320,9.6,9.5
,"Ohio","39","2006","2006",1107,11481213,9.6,9.6
,"Ohio","39","2007","2007",1095,11500468,9.5,9.5
,"Ohio","39","2008","2008",1107,11515391,9.6,9.6
,"Ohio","39","2009","2009",981,11528896,8.5,8.4
,"Ohio","39","2010","2010",1138,11536504,9.9,9.9
,"Ohio","39","2011","2011",1207,11544951,10.5,10.4
,"Ohio","39","2012","2012",1247,11544225,10.8,10.7
,"Ohio","39","2013","2013",1276,11570808,11.0,10.9
,"Ohio","39","2014","2014",1194,11594163,10.3,10.2
,"Ohio","39","2015","2015",1379,11613423,11.9,11.8
,"Ohio","39","2016","2016",1509,11614373,13.0,12.8
,"Ohio","39","2017","2017",1568,11658609,13.4,13.5
,"Ohio","39","2018","2018",1540,11689442,13.2,13.0
,"Ohio","39","2019","2019",1568,11689100,13.4,13.3
,"Ohio","39","2020","2020",1754,11693217,15.0,15.1
"Total","Ohio","39",,,26612,253609029,10.5,10.4
,"Oklahoma","40","1999","1999",500,3437147,14.5,14.5
,"Oklahoma","40","2000","2000",444,3450654,12.9,12.9
,"Oklahoma","40","2001","2001",474,3467100,13.7,13.6
,"Oklahoma","40","2002","2002",446,3489080,12.8,12.7
,"Oklahoma","40","2003","2003",440,3504892,12.6,12.6
,"Oklahoma","40","2004","2004",448,3525233,12.7,12.7
,"Oklahoma","40","2005","2005",458,3548597,12.9,12.9
,"Oklahoma","40","2006","2006",477,3594090,13.3,13.2
,"Oklahoma","40","2007","2007",477,3634349,13.1,13.0
,"Oklahoma","40","2008","2008",508,3668976,13.8,13.8
,"Oklahoma","40","2009","2009",530,3717572,14.3,14.3
,"Oklahoma","40","2010","2010",535,3751351,14.3,14.3
,"Oklahoma","40","2011","2011",626,3791508,16.5,16.5
,"Oklahoma","40","2012","2012",616,3814820,16.1,16.2
,"Oklahoma","40","2013","2013",631,3850568,16.4,16.4
,"Oklahoma","40","2014","2014",611,3878051,15.8,15.7
,"Oklahoma","40","2015","2015",705,3911338,18.0,17.9
,"Oklahoma","40","2016","2016",766,3923561,19.5,19.6
,"Oklahoma","40","2017","2017",680,3930864,17.3,17.2
,"Oklahoma","40","2018","2018",665,3943079,16.9,16.8
,"Oklahoma","40","2019","2019",737,3956971,18.6,18.6
,"Oklahoma","40","2020","2020",825,3980783,20.7,20.7
"Total","Oklahoma","40",,,12599,81770584,15.4,15.4
,"Oregon","41","1999","1999",384,3393941,11.3,11.2
,"Oregon","41","2000","2000",372,3421399,10.9,10.7
,"Oregon","41","2001","2001",346,3467937,10.0,9.8
,"Oregon","41","2002","2002",367,3513424,10.4,10.3
,"Oregon","41","2003","2003",389,3547376,11.0,10.6
,"Oregon","41","2004","2004",376,3569463,10.5,10.1
,"Oregon","41","2005","2005",386,3613202,10.7,10.3
,"Oregon","41","2006","2006",372,3670883,10.1,9.8
,"Oregon","41","2007","2007",380,3722417,10.2,9.7
,"Oregon","41","2008","2008",379,3768748,10.1,9.5
,"Oregon","41","2009","2009",410,3808600,10.8,10.2
,"Oregon","41","2010","2010",445,3831074,11.6,11.0
,"Oregon","41","2011","2011",414,3871859,10.7,10.4
,"Oregon","41","2012","2012",431,3899353,11.1,10.5
,"Oregon","41","2013","2013",455,3930065,11.6,10.9
,"Oregon","41","2014","2014",481,3970239,12.1,11.2
,"Oregon","41","2015","2015",475,4028977,11.8,11.1
,"Oregon","41","2016","2016",502,4093465,12.3,11.6
,"Oregon","41","2017","2017",517,4142776,12.5,11.8
,"Oregon","41","2018","2018",504,4190713,12.0,11.3
,"Oregon","41","2019","2019",554,4217737,13.1,12.2
,"Oregon","41","2020","2020",576,4241507,13.6,12.6
